Pacman:
Best Base Fitness: 
p 24 0
p 32 13
p 8 13
p 24 9
p 7 2
p 0 18
p 25 17
p 16 14
p 7 11
p 22 2
p 6 15
p 23 10
p 14 7
p 5 4
p 23 19
p 5 13
p 13 2
p 30 15
p 13 11
p 20 7
p 3 0
p 29 19
p 21 15
p 3 9
p 4 8
p 27 3
p 4 17
p 10 5
p 19 17
p 1 11
p 11 13
p 2 19
p 33 0
p 0 6
p 25 5
p 8 19
p 16 2
p 0 15
p 6 3
p 15 15
p 31 11
p 23 7
p 14 4
p 30 3
p 20 4
p 21 3
p 12 0
p 20 13
p 21 12
p 27 0
p 27 9
p 28 8
p 10 2
p 27 18
p 28 17
p 10 11
p 11 10
p 11 19
p 2 16
p 26 19
p 18 15
p 34 8
p 34 17
p 17 10
p 9 6
p 0 3
p 25 2
p 9 15
p 0 12
p 6 0
p 24 15
p 6 9
p 16 11
t 1750 0
m 1 19
0 34 1
1 1 0
2 33 19
t 1749 0.0
m 2 19
0 34 2
1 2 0
2 34 19
t 1748 0.7751937984496124
m 3 19
0 34 1
1 3 0
2 33 19
t 1747 0.7751937984496124
m 4 19
0 34 0
1 2 0
2 34 19
t 1746 0.7751937984496124
m 5 19
0 33 0
1 1 0
2 33 19
t 1745 1.550387596899225
m 6 19
0 32 0
1 2 0
2 34 19
t 1744 1.550387596899225
m 7 19
0 33 0
1 3 0
2 33 19
t 1743 1.550387596899225
m 8 19
0 32 0
1 2 0
2 34 19
t 1742 2.3255813953488373
m 8 19
0 31 0
1 1 0
2 33 19
t 1741 2.3255813953488373
m 8 19
0 30 0
1 2 0
2 32 19
t 1740 2.3255813953488373
m 8 19
0 31 0
1 1 0
2 31 19
t 1739 2.3255813953488373
m 7 19
0 32 0
1 0 0
2 30 19
t 1738 2.3255813953488373
m 7 18
0 33 0
1 1 0
2 31 19
t 1737 2.3255813953488373
m 7 18
0 34 0
1 0 0
2 30 19
t 1736 2.3255813953488373
m 7 18
0 33 0
1 0 1
2 29 19
t 1735 2.3255813953488373
m 7 18
0 34 0
1 0 2
2 30 19
t 1734 2.3255813953488373
m 7 18
0 33 0
1 0 1
2 29 19
t 1733 2.3255813953488373
m 7 18
0 34 0
1 0 2
2 28 19
t 1732 2.3255813953488373
m 7 18
0 33 0
1 0 3
2 29 19
t 1731 2.3255813953488373
m 7 18
0 34 0
1 0 2
2 28 19
t 1730 2.3255813953488373
m 7 18
0 34 1
1 0 3
2 29 19
t 1729 2.3255813953488373
m 7 18
0 34 0
1 0 2
2 30 19
t 1728 2.3255813953488373
m 7 18
0 34 1
1 0 3
2 31 19
t 1727 2.3255813953488373
m 7 19
0 34 2
1 0 2
2 30 19
t 1726 2.3255813953488373
m 7 19
0 34 3
1 0 3
2 31 19
t 1725 2.3255813953488373
m 7 19
0 34 2
1 0 4
2 30 19
t 1724 2.3255813953488373
m 7 19
0 34 1
1 0 5
2 31 19
t 1723 2.3255813953488373
m 8 19
0 34 2
1 0 4
2 32 19
t 1722 2.3255813953488373
m 8 19
0 34 1
1 0 5
2 31 19
t 1721 2.3255813953488373
m 8 19
0 34 2
1 0 6
2 30 19
t 1720 2.3255813953488373
m 8 19
0 34 1
1 0 7
2 29 19
t 1719 2.3255813953488373
m 8 19
0 34 2
1 0 6
2 30 19
t 1718 2.3255813953488373
m 8 19
0 34 1
1 0 5
2 31 19
t 1717 2.3255813953488373
m 8 19
0 34 0
1 0 4
2 32 19
t 1716 2.3255813953488373
m 8 19
0 33 0
1 0 5
2 33 19
t 1715 2.3255813953488373
m 9 19
0 34 0
1 0 4
2 34 19
t 1714 2.3255813953488373
m 9 19
0 33 0
1 0 3
2 33 19
t 1713 2.3255813953488373
m 9 19
0 34 0
1 1 3
2 32 19
t 1712 2.3255813953488373
m 9 19
0 33 0
1 0 3
2 31 19
t 1711 2.3255813953488373
m 8 19
0 34 0
1 0 4
2 30 19
t 1710 2.3255813953488373
m 8 19
0 34 1
1 0 5
2 29 19
t 1709 2.3255813953488373
m 8 19
0 34 2
1 0 4
2 30 19
t 1708 2.3255813953488373
m 8 19
0 34 3
1 0 3
2 31 19
t 1707 2.3255813953488373
m 8 19
0 34 4
1 0 4
2 30 19
t 1706 2.3255813953488373
m 8 19
0 34 3
1 0 5
2 29 19
t 1705 2.3255813953488373
m 8 19
0 34 2
1 0 4
2 30 19
t 1704 2.3255813953488373
m 8 19
0 34 1
1 0 3
2 31 19
t 1703 2.3255813953488373
m 8 19
0 34 0
1 0 4
2 32 19
t 1702 2.3255813953488373
m 8 19
0 33 0
1 0 5
2 33 19
t 1701 2.3255813953488373
m 9 19
0 32 0
1 0 6
2 32 19
t 1700 2.3255813953488373
m 9 19
0 31 0
1 0 5
2 31 19
t 1699 2.3255813953488373
m 9 19
0 32 0
1 0 6
2 30 19
t 1698 2.3255813953488373
m 9 19
0 31 0
1 0 5
2 31 19
t 1697 2.3255813953488373
m 9 19
0 30 0
1 0 4
2 32 19
t 1696 2.3255813953488373
m 9 19
0 31 0
1 0 3
2 33 19
t 1695 2.3255813953488373
m 9 19
0 32 0
1 0 4
2 32 19
t 1694 2.3255813953488373
m 9 19
0 33 0
1 0 5
2 33 19
t 1693 2.3255813953488373
m 9 19
0 34 0
1 0 4
2 34 19
t 1692 2.3255813953488373
m 9 19
0 34 1
1 0 5
2 33 19
t 1691 2.3255813953488373
m 9 19
0 34 2
1 0 6
2 32 19
t 1690 2.3255813953488373
m 9 19
0 34 3
1 0 5
2 31 19
t 1689 2.3255813953488373
m 9 19
0 34 2
1 0 6
2 32 19
t 1688 2.3255813953488373
m 9 19
0 34 1
1 0 7
2 31 19
t 1687 2.3255813953488373
m 9 19
0 34 2
1 0 6
2 32 19
t 1686 2.3255813953488373
m 9 19
0 34 1
1 0 5
2 31 19
t 1685 2.3255813953488373
m 9 19
0 34 2
1 0 4
2 32 19
t 1684 2.3255813953488373
m 9 19
0 34 3
1 0 5
2 33 19
t 1683 2.3255813953488373
m 9 19
0 34 4
1 0 6
2 32 19
t 1682 2.3255813953488373
m 9 19
0 34 5
1 0 5
2 31 19
t 1681 2.3255813953488373
m 9 19
0 34 4
1 0 4
2 32 19
t 1680 2.3255813953488373
m 9 19
0 34 5
1 0 5
2 31 19
t 1679 2.3255813953488373
m 9 19
0 34 4
1 0 4
2 30 19
t 1678 2.3255813953488373
m 8 19
0 34 3
1 0 5
2 29 19
t 1677 2.3255813953488373
m 8 19
0 34 4
1 0 4
2 28 19
f 34 19
t 1676 2.3255813953488373
m 7 19
0 34 5
1 0 3
2 27 19
t 1675 2.3255813953488373
m 7 18
0 34 4
1 1 3
2 28 19
t 1674 2.3255813953488373
m 7 18
0 34 5
1 2 3
2 27 19
t 1673 2.3255813953488373
m 7 18
0 34 4
1 3 3
2 26 19
t 1672 2.3255813953488373
m 7 18
0 34 3
1 4 3
2 27 19
t 1671 2.3255813953488373
m 7 19
0 34 4
1 5 3
2 28 19
t 1670 2.3255813953488373
m 8 19
0 34 5
1 6 3
2 29 19
t 1669 2.3255813953488373
m 9 19
0 34 6
1 5 3
2 28 19
t 1668 2.3255813953488373
m 9 19
0 34 5
1 5 4
2 27 19
t 1667 2.3255813953488373
m 9 19
0 34 6
1 5 5
2 26 19
t 1666 2.3255813953488373
m 9 19
0 34 7
1 5 4
2 25 19
t 1665 2.3255813953488373
m 8 19
0 34 8
1 5 3
2 26 19
t 1664 2.3255813953488373
m 8 19
0 33 8
1 5 4
2 25 19
t 1663 2.3255813953488373
m 8 19
0 32 8
1 5 5
2 24 19
t 1662 2.3255813953488373
m 8 19
0 33 8
1 5 4
2 23 19
t 1661 2.3255813953488373
m 7 19
0 32 8
1 5 5
2 22 19
t 1660 2.3255813953488373
m 7 19
0 33 8
1 5 6
2 23 19
t 1659 2.3255813953488373
m 7 19
0 32 8
1 4 6
2 22 19
t 1658 2.3255813953488373
m 7 19
0 31 8
1 3 6
2 21 19
t 1657 2.3255813953488373
m 7 18
0 31 9
1 4 6
2 20 19
t 1656 2.3255813953488373
m 7 18
0 31 10
1 5 6
2 21 19
t 1655 2.3255813953488373
m 7 18
0 31 11
1 5 5
2 20 19
t 1654 2.3255813953488373
m 7 18
0 30 11
1 5 6
2 19 19
t 1653 2.3255813953488373
m 7 18
0 29 11
1 5 5
2 18 19
t 1652 2.3255813953488373
m 7 17
0 30 11
1 5 6
2 18 18
t 1651 3.10077519379845
m 7 17
0 31 11
1 6 6
2 18 17
t 1650 3.10077519379845
m 7 18
0 30 11
1 5 6
2 17 17
t 1649 3.10077519379845
m 7 19
0 29 11
1 4 6
2 16 17
t 1648 3.10077519379845
m 6 19
0 30 11
1 3 6
2 15 17
t 1647 3.10077519379845
m 5 19
0 29 11
1 3 7
2 14 17
t 1646 3.10077519379845
m 4 19
0 28 11
1 3 8
2 15 17
t 1645 3.10077519379845
m 4 19
0 27 11
1 2 8
2 16 17
t 1644 3.10077519379845
m 4 19
0 26 11
1 3 8
2 15 17
t 1643 3.10077519379845
m 4 19
0 27 11
1 2 8
2 16 17
t 1642 3.10077519379845
m 4 19
0 26 11
1 3 8
2 15 17
t 1641 3.10077519379845
m 4 19
0 25 11
1 3 7
2 14 17
t 1640 3.10077519379845
m 4 19
0 24 11
1 3 8
2 15 17
t 1639 3.10077519379845
m 4 19
0 25 11
1 3 9
2 14 17
t 1638 3.10077519379845
m 4 19
0 26 11
1 3 8
2 13 17
t 1637 3.10077519379845
m 4 19
0 25 11
1 3 9
2 14 17
t 1636 3.10077519379845
m 4 19
0 24 11
1 3 10
2 15 17
t 1635 3.10077519379845
m 5 19
0 23 11
1 3 9
2 14 17
t 1634 3.10077519379845
m 5 19
0 23 12
1 3 10
2 15 17
t 1633 3.10077519379845
m 5 19
0 23 13
1 3 9
2 14 17
t 1632 3.10077519379845
m 5 19
0 22 13
1 3 10
2 15 17
t 1631 3.10077519379845
m 5 19
0 23 13
1 3 9
2 14 17
t 1630 3.10077519379845
m 5 19
0 23 12
1 3 10
2 15 17
t 1629 3.10077519379845
m 5 19
0 23 11
1 3 11
2 14 17
t 1628 3.10077519379845
m 5 19
0 23 10
1 2 11
2 13 17
t 1627 3.10077519379845
m 5 19
0 23 11
1 3 11
2 14 17
t 1626 3.10077519379845
m 5 19
0 24 11
1 3 10
2 13 17
t 1625 3.10077519379845
m 5 19
0 25 11
1 3 9
2 14 17
t 1624 3.10077519379845
m 5 19
0 26 11
1 3 10
2 13 17
t 1623 3.10077519379845
m 5 19
0 27 11
1 3 11
2 12 17
t 1622 3.10077519379845
m 5 19
0 28 11
1 4 11
2 13 17
t 1621 3.10077519379845
m 5 19
0 29 11
1 5 11
2 12 17
t 1620 3.10077519379845
m 4 19
0 28 11
1 6 11
2 11 17
t 1619 3.10077519379845
m 3 19
0 28 10
1 5 11
2 10 17
t 1618 3.10077519379845
m 2 19
0 28 9
1 4 11
2 9 17
t 1617 3.10077519379845
m 1 19
0 28 8
1 5 11
2 8 17
t 1616 3.10077519379845
m 0 19
0 28 9
1 6 11
2 9 17
t 1615 3.10077519379845
m 0 19
0 28 10
1 5 11
2 8 17
t 1614 3.10077519379845
m 0 19
0 28 11
1 4 11
2 9 17
t 1613 3.10077519379845
m 0 19
0 27 11
1 3 11
2 8 17
t 1612 3.10077519379845
m 0 19
0 28 11
1 2 11
2 7 17
t 1611 3.10077519379845
m 0 19
0 27 11
1 2 12
2 6 17
t 1610 3.10077519379845
m 0 19
0 26 11
1 2 13
2 7 17
t 1609 3.10077519379845
m 0 19
0 25 11
1 2 12
2 7 18
t 1608 3.10077519379845
m 0 19
0 24 11
1 2 13
2 7 19
t 1607 3.10077519379845
m 0 19
0 25 11
1 2 12
2 6 19
t 1606 3.10077519379845
m 0 18
0 24 11
1 2 13
2 5 19
t 1605 3.875968992248062
m 0 18
0 25 11
1 2 12
2 4 19
t 1604 3.875968992248062
m 0 17
0 26 11
1 2 13
2 3 19
t 1603 3.875968992248062
m 0 17
0 25 11
1 2 12
2 4 19
t 1602 3.875968992248062
m 0 17
0 26 11
1 2 13
2 5 19
t 1601 3.875968992248062
m 0 17
0 27 11
1 2 12
2 4 19
t 1600 3.875968992248062
m 0 17
0 28 11
1 2 11
2 3 19
t 1599 3.875968992248062
m 0 16
0 29 11
1 1 11
2 2 19
t 1598 3.875968992248062
m 0 16
0 28 11
1 0 11
2 3 19
t 1597 3.875968992248062
m 0 16
0 27 11
1 0 12
2 2 19
t 1596 3.875968992248062
m 0 16
0 28 11
1 0 11
2 1 19
t 1595 3.875968992248062
m 0 16
0 29 11
1 1 11
2 0 19
t 1594 3.875968992248062
m 0 15
0 28 11
1 2 11
2 1 19
t 1593 4.651162790697675
m 0 15
0 27 11
1 2 12
2 0 19
t 1592 4.651162790697675
m 0 15
0 26 11
1 2 13
2 1 19
t 1591 4.651162790697675
m 0 15
0 27 11
1 3 13
2 2 19
t 1590 4.651162790697675
m 0 15
0 28 11
1 4 13
2 1 19
t 1589 4.651162790697675
m 0 15
0 29 11
1 3 13
2 2 19
t 1588 4.651162790697675
m 0 15
0 28 11
1 4 13
2 1 19
t 1587 4.651162790697675
m 0 15
0 29 11
1 3 13
2 0 19
t 1586 4.651162790697675
m 0 15
0 30 11
1 4 13
2 0 18
t 1585 4.651162790697675
m 1 15
0 29 11
1 3 13
2 0 19
t 1584 4.651162790697675
m 1 15
0 28 11
1 4 13
2 1 19
t 1583 4.651162790697675
m 0 15
0 27 11
1 5 13
2 0 19
t 1582 4.651162790697675
m 1 15
0 26 11
1 4 13
2 1 19
t 1581 4.651162790697675
m 0 15
0 27 11
1 5 13
2 0 19
t 1580 4.651162790697675
m 1 15
0 26 11
1 6 13
2 0 18
t 1579 4.651162790697675
m 2 15
0 25 11
1 5 13
2 0 17
t 1578 4.651162790697675
m 2 15
0 26 11
1 6 13
2 0 18
t 1577 4.651162790697675
m 2 15
0 25 11
1 7 13
2 0 17
t 1576 4.651162790697675
m 3 15
0 26 11
1 6 13
2 0 18
t 1575 5.426356589147287
m 3 15
0 25 11
1 5 13
2 0 17
t 1574 5.426356589147287
m 3 15
0 24 11
1 6 13
2 0 18
t 1573 5.426356589147287
m 3 15
0 25 11
1 5 13
2 0 17
t 1572 5.426356589147287
m 3 15
0 26 11
1 4 13
2 0 16
t 1571 5.426356589147287
m 3 15
0 27 11
1 5 13
2 0 15
t 1570 5.426356589147287
m 3 15
0 26 11
1 4 13
2 0 16
t 1569 5.426356589147287
m 3 15
0 27 11
1 3 13
2 0 15
t 1568 5.426356589147287
m 4 15
0 26 11
1 4 13
2 0 16
t 1567 5.426356589147287
m 5 15
0 25 11
1 5 13
2 0 17
t 1566 5.426356589147287
m 6 15
0 26 11
1 6 13
2 0 16
t 1565 6.2015503875969
m 7 15
0 25 11
1 5 13
2 0 17
t 1564 6.2015503875969
m 8 15
0 26 11
1 6 13
2 0 16
t 1563 6.2015503875969
m 9 15
0 27 11
1 5 13
2 0 15
t 1562 6.976744186046512
m 10 15
0 28 11
1 6 13
2 1 15
t 1561 6.976744186046512
m 11 15
0 27 11
1 7 13
2 2 15
t 1560 6.976744186046512
m 12 15
0 26 11
1 6 13
2 2 16
t 1559 7.751937984496124
m 12 16
0 27 11
1 7 13
2 2 15
t 1558 7.751937984496124
m 12 17
0 28 11
1 6 13
2 2 16
t 1557 7.751937984496124
m 13 17
0 27 11
1 7 13
2 2 17
t 1556 8.527131782945736
m 14 17
0 26 11
1 6 13
2 3 17
t 1555 8.527131782945736
m 15 17
0 25 11
1 7 13
2 2 17
t 1554 8.527131782945736
m 16 17
0 26 11
1 8 13
2 3 17
t 1553 9.30232558139535
m 16 18
0 25 11
1 9 13
2 2 17
t 1552 9.30232558139535
m 16 19
0 26 11
1 10 13
2 3 17
t 1551 9.30232558139535
m 16 19
0 27 11
1 9 13
2 4 17
t 1550 9.30232558139535
m 16 19
0 28 11
1 10 13
2 3 17
t 1549 9.30232558139535
m 16 19
0 27 11
1 11 13
2 4 17
t 1548 9.30232558139535
m 16 19
0 26 11
1 12 13
2 5 17
t 1547 9.30232558139535
m 16 19
0 25 11
1 13 13
2 4 17
t 1546 9.30232558139535
m 16 19
0 24 11
1 14 13
2 5 17
t 1545 9.30232558139535
m 16 19
0 23 11
1 15 13
2 6 17
t 1544 9.30232558139535
m 16 19
0 24 11
1 16 13
2 5 17
t 1543 9.30232558139535
m 15 19
0 23 11
1 16 14
2 4 17
t 1542 9.30232558139535
m 14 19
0 23 10
1 17 14
2 5 17
t 1541 10.077519379844961
m 13 19
0 23 11
1 16 14
2 4 17
t 1540 10.077519379844961
m 12 19
0 23 12
1 16 15
2 5 17
t 1539 10.077519379844961
m 12 19
0 23 13
1 15 15
2 4 17
t 1538 10.077519379844961
m 11 19
0 24 13
1 14 15
2 3 17
t 1537 10.852713178294573
m 10 19
0 23 13
1 15 15
2 2 17
t 1536 10.852713178294573
m 10 19
0 22 13
1 14 15
2 2 16
t 1535 10.852713178294573
m 9 19
0 23 13
1 15 15
2 2 17
t 1534 10.852713178294573
m 9 19
0 22 13
1 16 15
2 3 17
t 1533 10.852713178294573
m 10 19
0 23 13
1 16 16
2 2 17
t 1532 10.852713178294573
m 10 19
0 24 13
1 16 17
2 2 16
t 1531 10.852713178294573
m 9 19
0 23 13
1 17 17
2 2 17
t 1530 10.852713178294573
m 9 19
0 23 12
1 18 17
2 3 17
t 1529 10.852713178294573
m 10 19
0 23 11
1 18 16
2 2 17
t 1528 10.852713178294573
m 10 19
0 24 11
1 18 17
2 2 16
t 1527 10.852713178294573
m 10 19
0 25 11
1 19 17
2 2 15
t 1526 10.852713178294573
m 10 19
0 26 11
1 18 17
2 3 15
t 1525 10.852713178294573
m 10 19
0 25 11
1 17 17
2 2 15
t 1524 10.852713178294573
m 9 19
0 24 11
1 16 17
2 3 15
t 1523 10.852713178294573
m 9 19
0 23 11
1 16 18
2 4 15
t 1522 10.852713178294573
m 9 19
0 23 10
1 16 19
2 5 15
t 1521 10.852713178294573
m 9 19
0 23 9
1 15 19
2 4 15
t 1520 10.852713178294573
m 8 19
0 24 9
1 16 19
2 3 15
t 1519 10.852713178294573
m 8 19
0 23 9
1 15 19
2 4 15
t 1518 10.852713178294573
m 8 19
0 23 8
1 14 19
2 5 15
t 1517 10.852713178294573
m 8 19
0 23 7
1 15 19
2 6 15
t 1516 10.852713178294573
m 8 19
0 24 7
1 14 19
2 5 15
t 1515 10.852713178294573
m 8 19
0 25 7
1 15 19
2 4 15
t 1514 10.852713178294573
m 8 19
0 24 7
1 16 19
2 5 15
t 1513 10.852713178294573
m 8 19
0 25 7
1 15 19
2 6 15
t 1512 10.852713178294573
m 8 19
0 24 7
1 16 19
2 7 15
t 1511 10.852713178294573
m 9 19
0 23 7
1 16 18
2 8 15
t 1510 10.852713178294573
m 10 19
0 22 7
1 16 19
2 9 15
t 1509 10.852713178294573
m 10 19
0 23 7
1 15 19
2 10 15
t 1508 10.852713178294573
m 9 19
0 24 7
1 14 19
2 11 15
t 1507 10.852713178294573
m 8 19
0 25 7
1 13 19
2 10 15
t 1506 10.852713178294573
m 7 19
0 24 7
1 14 19
2 11 15
t 1505 10.852713178294573
m 6 19
0 25 7
1 13 19
2 10 15
t 1504 10.852713178294573
m 5 19
0 24 7
1 12 19
2 9 15
t 1503 10.852713178294573
m 4 19
0 25 7
1 11 19
2 8 15
t 1502 10.852713178294573
m 3 19
0 24 7
1 10 19
2 7 15
t 1501 10.852713178294573
m 2 19
0 23 7
1 9 19
2 6 15
t 1500 10.852713178294573
m 1 19
0 24 7
1 10 19
2 5 15
t 1499 10.852713178294573
m 0 19
0 25 7
1 11 19
2 4 15
t 1498 10.852713178294573
m 0 19
0 24 7
1 10 19
2 5 15
t 1497 10.852713178294573
m 0 19
0 25 7
1 11 19
2 4 15
t 1496 10.852713178294573
m 0 19
0 24 7
1 10 19
2 5 15
t 1495 10.852713178294573
m 0 19
0 23 7
1 11 19
2 4 15
t 1494 10.852713178294573
m 0 19
0 23 8
1 10 19
2 3 15
t 1493 10.852713178294573
m 0 19
0 23 9
1 9 19
2 2 15
t 1492 10.852713178294573
m 0 19
0 23 10
1 10 19
2 2 14
t 1491 10.852713178294573
m 0 19
0 23 9
1 9 19
2 2 15
t 1490 10.852713178294573
m 0 19
0 23 8
1 8 19
2 3 15
t 1489 10.852713178294573
m 0 19
0 23 9
1 9 19
2 2 15
t 1488 10.852713178294573
m 0 19
0 23 10
1 10 19
2 2 14
t 1487 10.852713178294573
m 0 19
0 23 11
1 9 19
2 2 13
t 1486 10.852713178294573
m 0 19
0 23 12
1 10 19
2 2 12
t 1485 10.852713178294573
m 0 19
0 23 13
1 11 19
2 2 11
t 1484 10.852713178294573
m 0 19
0 24 13
1 10 19
2 3 11
t 1483 10.852713178294573
m 0 19
0 23 13
1 11 19
2 3 10
t 1482 10.852713178294573
m 0 19
0 22 13
1 10 19
2 3 11
t 1481 10.852713178294573
m 0 19
0 23 13
1 9 19
2 2 11
t 1480 10.852713178294573
m 0 19
0 23 12
1 8 19
2 2 12
t 1479 10.852713178294573
m 0 19
0 23 11
1 7 19
2 2 13
t 1478 10.852713178294573
m 0 19
0 23 10
1 8 19
2 2 14
t 1477 10.852713178294573
m 0 19
0 23 9
1 7 19
2 2 13
t 1476 10.852713178294573
m 0 19
0 24 9
1 7 18
2 2 14
t 1475 10.852713178294573
m 0 19
0 25 9
1 7 19
2 2 15
t 1474 10.852713178294573
m 0 19
0 24 9
1 8 19
2 2 16
t 1473 10.852713178294573
m 0 19
0 25 9
1 7 19
2 2 17
t 1472 10.852713178294573
m 0 19
0 26 9
1 6 19
2 2 16
t 1471 10.852713178294573
m 0 19
0 27 9
1 5 19
2 2 17
t 1470 10.852713178294573
m 0 19
0 26 9
1 4 19
2 2 16
t 1469 10.852713178294573
m 0 19
0 25 9
1 3 19
2 2 17
t 1468 10.852713178294573
m 0 19
0 24 9
1 2 19
2 2 16
t 1467 10.852713178294573
m 0 18
0 23 9
1 1 19
2 2 17
t 1466 10.852713178294573
m 0 18
0 24 9
1 0 19
2 2 16
t 1465 10.852713178294573
m 0 17
0 23 9
1 0 18
2 2 15
t 1464 10.852713178294573
m 0 16
0 23 8
1 0 17
2 3 15
t 1463 10.852713178294573
m 0 15
0 23 7
1 0 18
2 2 15
t 1462 10.852713178294573
m 0 14
0 24 7
1 0 19
2 1 15
t 1461 10.852713178294573
m 0 13
0 23 7
1 0 18
2 2 15
t 1460 10.852713178294573
m 0 12
0 23 8
1 0 19
2 1 15
t 1459 11.627906976744185
m 0 11
0 23 7
1 1 19
2 0 15
t 1458 11.627906976744185
m 1 11
0 23 8
1 2 19
2 0 14
t 1457 12.4031007751938
m 2 11
0 23 7
1 3 19
2 0 13
t 1456 12.4031007751938
m 3 11
0 22 7
1 4 19
2 0 12
t 1455 12.4031007751938
m 4 11
0 21 7
1 3 19
2 0 11
t 1454 13.178294573643411
m 5 11
0 21 8
1 2 19
2 0 12
t 1453 13.178294573643411
m 6 11
0 21 9
1 3 19
2 0 11
t 1452 13.178294573643411
m 7 11
0 21 10
1 4 19
2 0 12
t 1451 13.953488372093023
m 8 11
0 21 9
1 5 19
2 0 11
t 1450 13.953488372093023
m 9 11
0 21 8
1 6 19
2 0 12
t 1449 13.953488372093023
m 10 11
0 21 9
1 7 19
2 0 13
t 1448 14.728682170542635
m 11 11
0 21 10
1 8 19
2 0 14
